"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN","TOBS"
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-16",,"75","94","59",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-17",,"69","87","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-18",,"65","82","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-19",,"64","78","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-20",,"65","81","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-21",,"71","91","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-22",,"74","92","59",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-23",,"70","86","56",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-24",,"70","85","59",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-25",,"71","88","58",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-26",,"72","95","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-27",,"71","90","56",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-28",,"68","80","58",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-29",,"68","82","58",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-30",,"67","82","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-08-31",,"72","93","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-01",,"74","95","59",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-02",,"70","86","56",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-03",,"68","85","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-04",,"68","88","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-05",,"66","79","56",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-06",,"65","80","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-07",,"63","71","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-08",,"66","77","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-09",,"66","82","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-10",,"64","76","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-11",,"69","87","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-12",,"76","94","60",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-13",,"80","98","66",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-14",,"73","91","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-15",,"66","82","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-16",,"65","75","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-17",,"64","80","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-18",,"63","74","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-19",,"64","79","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-20",,"69","84","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-21",,"71","89","58",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-22",,"69","85","57",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-23",,"69","86","55",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-24",,"78","96","63",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-25",,"82","99","70",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-26",,"73","86","62",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-27",,"64","74","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-28",,"59","68","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-29",,"58","69","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-09-30",,"56","69","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-01",,"56","71","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-02",,"60","78","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-03",,"57","75","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-04",,"60","76","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-05",,"65","82","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-06",,"70","87","57",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-07",,"71","90","59",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-08",,"69","87","56",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-09",,"61","77","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-10",,"62","78","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-11",,"63","81","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-12",,"63","83","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-13",,"60","77","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-14",,"57","76","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-15",,"57","75","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-16",,"58","71","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-17",,"62","73","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-18",,"59","73","48",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-19",,"59","71","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-20",,"62","77","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-21",,"68","85","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-22",,"73","88","61",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-23",,"72","87","61",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-24",,"73","91","61",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-25",,"74","93","60",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-26",,"67","86","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-27",,"60","68","52",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-28",,"56","72","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-29",,"55","72","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-30",,"55","71","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-10-31",,"56","74","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-01",,"58","76","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-02",,"59","78","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-03",,"62","82","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-04",,"60","80","48",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-05",,"59","78","47",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-06",,"54","70","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-07",,"53","71","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-08",,"54","73","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-09",,"53","71","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-10",,"56","77","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-11",,"63","83","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-12",,"62","79","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-13",,"57","69","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-14",,"56","62","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-15",,"57","69","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-16",,"58","76","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-17",,"61","78","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-18",,"61","80","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-19",,"56","66","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-20",,"57","69","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-21",,"53","65","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-22",,"53","66","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-23",,"55","72","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-24",,"55","72","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-25",,"54","66","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-26",,"48","54","41",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-27",,"43","50","36",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-28",,"40","47","33",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-29",,"43","53","36",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-11-30",,"46","55","38",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-01",,"54","58","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-02",,"54","58","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-03",,"53","60","49",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-04",,"53","55","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-05",,"54","59","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-06",,"57","64","53",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-07",,"58","62","54",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-08",,"54","59","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-09",,"51","57","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-10",,"52","59","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-11",,"56","66","50",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-12",,"60","68","57",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-13",,"57","62","51",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-14",,"51","58","47",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-15",,"49","57","42",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-16",,"45","59","38",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-17",,"48","57","38",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-18",,"50","55","47",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-19",,"53","62","46",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-20",,"51","62","44",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-21",,"53","59","45",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-22",,"49","56","41",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-23",,"44","55","39",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-24",,"46","51","41",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-25",,"47","51","42",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-26",,"47","58","41",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-27",,"46","60","37",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-28",,"47","63","38",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-29",,"49","56","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-30",,"49","61","43",
"USR0000CALT","LOS ALTOS CALIFORNIA, CA US","37.3581","-122.1472","196.6","2019-12-31",,"51","67","43",
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-03","0.00",,"57","44","44"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-04","0.00",,"61","32","52"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-05","0.55",,"55","47","50"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-06","2.00",,"57","44","57"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-09","0.50",,"61","44","55"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-10","0.00",,"63","41","60"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-11","0.05",,"62","44","55"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-12","0.00",,"60","43","54"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-13","0.00",,"60","41","53"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-14","0.10",,"58","46","50"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-15","0.85",,"58","44","53"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-16","1.20",,"62","53","59"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-19","0.00",,"70","56",
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-20","0.00",,"70","53",
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-21","0.15",,"70","42","43"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-22","0.00",,"58","37","47"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-27","0.00",,"66","35","60"
"USC00045123","LOS GATOS, CA US","37.2319","-121.9592","111.3","2019-01-28","0.00",,"67","46","61"
